TrialNumber,ApplicationNumber,FilingDate,PatentNumber
IPR2015-00611,11617509,2015-01-23,7643168
IPR2015-00610,10336470,2015-01-23,7365871
IPR2015-00607,11617509,2015-01-23,7643168
IPR2015-00625,09796235,2015-01-26,7047482
IPR2015-00631,10753841,2015-01-28,7392300
CBM2015-00070,09459161,2015-02-01,6397224
IPR2015-00633,08586602,2015-02-02,5732074
IPR2015-00641,11956391,2015-02-02,8574312
IPR2015-00642,11956391,2015-02-02,8574312
IPR2015-00655,13591895,2015-02-02,8860584
IPR2015-00656,13591895,2015-02-02,8860584
IPR2015-00640,14073394,2015-02-02,8740991
IPR2015-00690,10625837,2015-02-04,7550870
IPR2015-00698,12617985,2015-02-05,8092345
IPR2015-00700,13791562,2015-02-05,8579767
IPR2015-00697,12617809,2015-02-05,7905815
IPR2015-00710,11161198,2015-02-06,7327553
IPR2015-00717,09703942,2015-02-06,7027411
IPR2015-00718,10615054,2015-02-07,8224683
IPR2015-00725,10625837,2015-02-11,7550870
IPR2015-00724,12472149,2015-02-11,8558921
IPR2015-00732,09249403,2015-02-13,6615233
IPR2015-00751,12614989,2015-02-18,8362605
IPR2015-00761,09230488,2015-02-18,6449359
IPR2015-00678,11025715,2015-02-18,8069420
IPR2015-00750,12614989,2015-02-18,8362605
IPR2015-00677,11025715,2015-02-18,8069420
IPR2015-00766,12575259,2015-02-19,7990567
IPR2015-00781,10323830,2015-02-19,6890113
IPR2015-00771,10975409,2015-02-19,7140791
IPR2015-00779,09180502,2015-02-19,6152623
IPR2015-00778,08877488,2015-02-19,6038295
CBM2015-00085,09665752,2015-02-20,8473452
IPR2015-00808,09602280,2015-02-26,6229443
IPR2015-00833,12421517,2015-03-03,8340633
CBM2015-00096,09400413,2015-03-03,6384850
CBM2015-00097,10015729,2015-03-04,6871325
IPR2015-00847,11281566,2015-03-05,7651528
IPR2015-00848,12634581,2015-03-05,8435294
CBM2015-00098,08594975,2015-03-06,5940510
IPR2015-00874,10395543,2015-03-11,7685506
IPR2015-00913,10929473,2015-03-20,7420550
IPR2015-00914,09218816,2015-03-23,6373188
CBM2015-00101,09041190,2015-03-23,6105013
IPR2015-00918,09391026,2015-03-23,6266563
IPR2015-00921,09091735,2015-03-23,7079649
IPR2015-00923,13749835,2015-03-24,8686840
IPR2015-00931,08640513,2015-03-26,5835096
IPR2015-00950,13887727,2015-03-27,8636393
IPR2015-00930,10952225,2015-03-27,8144156
IPR2015-00961,13190931,2015-03-27,8116929
IPR2015-00949,13525767,2015-03-27,8629768
IPR2015-00960,13190931,2015-03-27,8116929
CBM2015-00102,09003541,2015-03-30,6237095
IPR2015-00971,09796261,2015-03-30,6985586
IPR2015-00977,12484981,2015-03-31,8911808
IPR2015-01004,08868338,2015-04-03,6012007
IPR2015-01001,13506330,2015-04-03,8607323
IPR2015-00999,11355640,2015-04-03,7397763
IPR2015-01012,13749835,2015-04-07,8686840
IPR2015-01013,13749835,2015-04-07,8686840
IPR2015-01028,09454516,2015-04-09,6198488
IPR2015-01029,10404776,2015-04-09,6992667
IPR2015-01027,13426817,2015-04-10,8689805
IPR2015-01058,13571375,2015-04-16,8684734
IPR2015-01059,13571375,2015-04-16,8684734
IPR2015-01065,09218819,2015-04-17,6147385
IPR2015-01068,12193952,2015-04-17,7804734
IPR2015-01062,10940159,2015-04-17,7056776
IPR2015-01070,09730639,2015-04-17,6690372
IPR2015-01032,13705691,2015-04-17,8689472
IPR2015-01090,13679947,2015-04-22,8731529
IPR2015-01106,08727681,2015-04-23,6188756
IPR2015-01112,11030285,2015-04-24,7175180
IPR2015-01119,10672876,2015-04-29,7148041
IPR2015-01088,08795999,2015-04-30,5954775
IPR2015-01087,08825808,2015-05-04,6057221
IPR2015-01153,13820183,2015-05-05,8999419
IPR2015-01162,13024171,2015-05-06,8273573
IPR2015-01170,12026557,2015-05-07,7483504
IPR2015-01176,08812860,2015-05-07,5978594
IPR2015-01189,08289104,2015-05-11,5836013
IPR2015-01198,10608346,2015-05-12,7015913
IPR2015-01195,13103785,2015-05-13,8506350
IPR2015-01194,13103785,2015-05-13,8506350
IPR2015-01196,13963049,2015-05-13,8753170
IPR2015-01193,12507787,2015-05-13,7938710
IPR2015-01207,08124718,2015-05-15,5490216
IPR2015-01211,10377092,2015-05-15,7617073
CBM2015-00129,12014558,2015-05-16,7942317
IPR2015-01240,08969405,2015-05-20,5987343
IPR2015-01229,08701451,2015-05-20,5829397
IPR2015-01262,08628920,2015-05-22,5828751
IPR2015-01273,08627659,2015-05-27,6487200
IPR2015-01303,11395523,2015-05-29,7435982
IPR2015-01279,11695348,2015-05-29,7786455
IPR2015-01277,13099823,2015-05-29,8309943
IPR2015-01310,13699644,2015-05-29,8728590
IPR2015-01300,11395523,2015-05-29,7435982
IPR2015-01324,08751149,2015-06-01,5860158
IPR2015-01320,09318188,2015-06-01,6287902
IPR2015-01322,09178606,2015-06-01,6314409
IPR2015-01317,13348066,2015-06-01,8712486
IPR2015-01327,09318188,2015-06-02,6287902
IPR2015-01336,10251748,2015-06-04,7059282
IPR2015-01338,13021531,2015-06-04,8820276
IPR2015-01335,10438705,2015-06-04,8486066
IPR2015-01333,13847325,2015-06-04,8795363
IPR2015-01339,10755995,2015-06-04,7001385
IPR2015-01255,10257385,2015-06-05,6923387
IPR2015-01256,10257385,2015-06-05,6923387
IPR2015-01254,10257385,2015-06-05,6923387
IPR2015-01356,13360420,2015-06-08,8484741
IPR2015-01363,11602939,2015-06-10,7677203
IPR2015-01370,09663415,2015-06-10,6474277
IPR2015-01379,09016344,2015-06-11,5945993
IPR2015-01368,13024027,2015-06-12,8525138
IPR2015-01377,11395523,2015-06-12,7435982
IPR2015-01362,14510959,2015-06-12,8969841
IPR2015-01375,13964938,2015-06-12,9048000
IPR2015-01454,12491114,2015-06-19,8549310
IPR2015-01460,09016205,2015-06-22,6160359
IPR2015-01471,13047163,2015-06-24,8315618
IPR2015-01472,13047206,2015-06-24,8306514
IPR2015-01475,13047420,2015-06-24,8315619
IPR2015-01474,13047306,2015-06-24,8311524
IPR2015-01473,13047290,2015-06-24,8311523
IPR2015-01491,10293487,2015-06-24,6734927
IPR2015-01470,12891875,2015-06-24,8311522
IPR2015-01525,10314243,2015-06-26,6816213
CBM2015-00155,08746755,2015-06-29,5816918
IPR2015-01532,13789266,2015-07-01,8652009
IPR2015-01528,13791291,2015-07-01,8721502
IPR2015-01539,08890302,2015-07-02,6183184
IPR2015-01536,13177087,2015-07-02,8855147
IPR2015-01538,09177116,2015-07-02,6113341
IPR2015-01566,12888233,2015-07-10,8129342
IPR2015-01571,11739180,2015-07-10,8058238
IPR2015-01570,11739180,2015-07-10,8058238
IPR2015-01586,13370456,2015-07-14,8841469
IPR2015-01592,13117301,2015-07-14,8962059
IPR2015-01567,08315345,2015-07-16,5687196
IPR2015-01573,08991587,2015-07-16,6009553
IPR2015-01606,11704444,2015-07-22,7743213
IPR2015-01608,08504703,2015-07-23,5715451
IPR2015-01624,07205419,2015-07-27,6331415
IPR2015-01626,11729671,2015-07-27,7803026
IPR2015-01631,12835911,2015-07-28,8674992
PGR2015-00022,13927288,2015-08-03,8882292
IPR2015-01675,09477920,2015-08-05,6243315
IPR2015-01689,12947393,2015-08-07,8788769
IPR2015-01685,14021474,2015-08-07,8710969
CBM2015-00170,12634534,2015-08-10,8646093
IPR2015-01716,13164266,2015-08-11,8848556
IPR2015-01703,09194367,2015-08-12,7764231
IPR2015-01701,12014092,2015-08-12,8032153
IPR2015-01722,09977826,2015-08-12,8192482
IPR2015-01697,09770838,2015-08-12,7525484
IPR2015-01695,10262413,2015-08-12,7298327
IPR2015-01726,08480718,2015-08-13,5659891
IPR2015-01724,08899476,2015-08-13,5915210
IPR2015-01728,10081496,2015-08-14,6838738
IPR2015-01742,11274999,2015-08-17,7868874
IPR2015-01743,11274999,2015-08-17,7868874
IPR2015-01741,12962096,2015-08-17,8338724
IPR2015-01740,14024312,2015-08-17,8952916
IPR2015-01767,08866040,2015-08-18,6017221
IPR2015-01755,10777411,2015-08-18,7909869
IPR2015-01764,10439245,2015-08-18,RE40264
IPR2015-01768,10439245,2015-08-18,RE40264
IPR2015-01798,09685713,2015-08-24,6613356
IPR2015-01812,14021984,2015-08-26,8898254
IPR2015-01811,14021984,2015-08-26,8898254
IPR2015-01807,10936821,2015-08-27,7966012
IPR2015-01843,10115279,2015-09-01,7688347
IPR2015-01870,11046896,2015-09-04,7355696
IPR2015-01891,13791174,2015-09-10,8725276
IPR2015-01909,10686399,2015-09-14,7120729
IPR2015-01908,12945000,2015-09-14,8050095
IPR2015-01911,10685624,2015-09-14,7181611
IPR2015-01927,10862878,2015-09-17,7218923
IPR2015-01944,08702911,2015-09-22,5812789
IPR2015-01946,08701890,2015-09-22,5960464
IPR2015-01998,10154627,2015-09-28,6792373
IPR2015-02002,08455280,2015-09-29,6743413
IPR2015-02005,11270293,2015-10-01,7787904
IPR2016-00007,11270293,2015-10-02,7787904
IPR2016-00024,13872997,2015-10-07,8772306
IPR2016-00051,09217315,2015-10-16,6313452
IPR2016-00061,13616498,2015-10-20,9165593
IPR2016-00060,12096767,2015-10-20,8221381
IPR2016-00077,12685585,2015-10-27,8266266
IPR2016-00092,13566904,2015-10-27,8364806
IPR2016-00081,13329867,2015-10-27,8266269
IPR2016-00098,13969724,2015-10-28,8791270
IPR2016-00121,08332333,2015-10-30,5785631
IPR2016-00115,08868338,2015-10-30,6012007
IPR2016-00113,08868338,2015-10-30,6012007
IPR2016-00114,08975557,2015-10-30,5937200
IPR2016-00111,13719409,2015-11-02,8895756
IPR2016-00126,13964938,2015-11-04,9048000
IPR2016-00127,14510959,2015-11-04,8969841
CBM2016-00011,09839451,2015-11-06,7908172
CBM2016-00010,09839451,2015-11-06,7908172
IPR2016-00181,09606733,2015-11-11,6375570
IPR2016-00182,09606733,2015-11-11,6375570
IPR2016-00192,09540610,2015-11-12,6784552
IPR2016-00202,12964123,2015-11-17,8068100
IPR2016-00199,11733344,2015-11-17,7805461
IPR2016-00205,12897072,2015-11-17,8072440
PGR2016-00002,13891934,2015-11-19,9126245
IPR2016-00236,13335696,2015-11-23,8702707
IPR2016-00241,11423749,2015-11-24,7531709
IPR2016-00252,10327538,2015-11-25,7303469
IPR2016-00273,09428511,2015-12-02,6317783
IPR2016-00296,12314862,2015-12-08,7926978
IPR2016-00294,13777820,2015-12-08,RE44815
IPR2016-00307,10023268,2015-12-09,6702675
IPR2016-00310,14201356,2015-12-09,8968140
IPR2016-00305,10023268,2015-12-09,6702675
IPR2016-00335,13777820,2015-12-14,RE44815
IPR2016-00353,12101818,2015-12-16,7691963
IPR2016-00354,13296120,2015-12-16,8445647
IPR2016-00355,13896937,2015-12-16,8951962
IPR2016-00374,13154211,2015-12-22,8643513
IPR2016-00373,11400533,2015-12-22,7378992
IPR2016-00396,13511436,2015-12-28,8769716
IPR2016-00371,13024096,2015-12-29,8561619
IPR2016-00407,09870289,2015-12-29,6545944
IPR2016-00316,13033240,2015-12-30,8748102
IPR2016-00321,10767779,2015-12-30,7323305
IPR2016-00319,13618334,2015-12-30,8765380
IPR2016-00392,09360632,2015-12-30,6212662
IPR2016-00421,10316961,2015-12-30,7489786
IPR2016-00423,13545713,2015-12-31,8556195
IPR2016-00425,12661265,2016-01-01,RE44079
IPR2016-00424,12661265,2016-01-01,RE44079
IPR2016-00426,12661265,2016-01-02,RE44079
IPR2016-00442,10975816,2016-01-15,7260943
IPR2016-00460,07205419,2016-01-15,6331415
IPR2016-00441,10975816,2016-01-15,7260943
IPR2016-00491,09981084,2016-01-21,6932701
IPR2016-00485,11177365,2016-01-22,7195634
IPR2016-00486,09823988,2016-01-22,6511499
IPR2016-00484,09588065,2016-01-22,6214031
IPR2016-00487,11177365,2016-01-22,7195634
IPR2016-00483,09823988,2016-01-22,6511499
IPR2016-00499,10704182,2016-01-23,7822552
IPR2016-00505,11097172,2016-01-27,8343186
IPR2016-00507,14148460,2016-01-27,8801755
IPR2016-00508,14148460,2016-01-27,8801755
IPR2016-00506,13933575,2016-01-27,8623052
IPR2016-00509,09016344,2016-01-27,5945993
IPR2016-00536,13863785,2016-01-29,9060653
CBM2016-00027,13365919,2016-01-29,8589271
IPR2016-00542,13018509,2016-01-29,8060575
IPR2016-00537,11450440,2016-01-29,7156492
CBM2016-00026,10354609,2016-01-29,7904360
CBM2016-00029,08833858,2016-02-01,5969324
IPR2016-00544,13475607,2016-02-02,8791154
IPR2016-00557,13543365,2016-02-03,8597891
IPR2016-00535,13848984,2016-02-03,8788090
IPR2016-00572,13615726,2016-02-12,9049019
IPR2016-00569,13370918,2016-02-12,8942107
IPR2016-00612,11676798,2016-02-17,9032709
IPR2016-00613,14497454,2016-02-17,9039982
IPR2016-00610,13274635,2016-02-17,8899023
IPR2016-00632,11403046,2016-02-18,7460381
IPR2016-00630,12592530,2016-02-18,7863770
IPR2016-00642,10698495,2016-02-19,7228971
PGR2016-00013,14199364,2016-02-19,9038090
IPR2016-00649,12374528,2016-02-22,8664231
IPR2016-00647,09219247,2016-02-22,6430148
IPR2016-00648,09286177,2016-02-22,6188835
IPR2016-00646,08748269,2016-02-22,5870087
IPR2016-00626,10500354,2016-02-25,8784789
IPR2016-00664,08702911,2016-02-26,5812789
IPR2016-00670,12424389,2016-02-26,7777753
IPR2016-00661,13506208,2016-02-26,8508751
IPR2016-00667,11956165,2016-02-26,7542045
IPR2016-00666,10174918,2016-02-26,7321368
IPR2016-00695,12871824,2016-02-29,8832142
IPR2016-00574,13615755,2016-02-29,8902760
IPR2016-00701,12900820,2016-03-01,8582802
IPR2016-00573,13615734,2016-03-03,9019838
IPR2016-00710,07205419,2016-03-03,6331415
IPR2016-00704,09830332,2016-03-10,7151802
IPR2016-00799,12861940,2016-03-26,8310163
IPR2016-00823,14294106,2016-03-30,8934375
IPR2016-00817,10634807,2016-03-30,6875216
IPR2016-00818,11097179,2016-03-30,7322986
IPR2016-00819,09711964,2016-03-30,6629977
IPR2016-00824,14294106,2016-03-30,8934375
IPR2016-00831,09026118,2016-04-01,6162705
IPR2016-00833,09089931,2016-04-01,6103599
IPR2016-00832,09026034,2016-04-01,6013563
IPR2016-00842,11996932,2016-04-04,7906770
IPR2016-00837,09726579,2016-04-04,6620222
IPR2016-00839,13859478,2016-04-04,8696096
IPR2016-00845,11996932,2016-04-05,7906770
IPR2016-00843,12986420,2016-04-05,8696538
IPR2016-00844,12132597,2016-04-05,7880154
IPR2016-00854,09229766,2016-04-08,5993451
IPR2016-00863,11103690,2016-04-08,7358174
IPR2016-00865,11103690,2016-04-08,7358174
IPR2016-00869,13736006,2016-04-11,8662636
IPR2016-00867,13736006,2016-04-11,8662636
IPR2016-00873,11450440,2016-04-11,7156492
IPR2016-00879,11880867,2016-04-12,8331869
IPR2016-00883,09787120,2016-04-13,6532413
IPR2016-00887,09509349,2016-04-13,6233518
IPR2016-00838,12035427,2016-04-14,8337097
IPR2016-00901,09356398,2016-04-15,6339428
IPR2016-00902,09207970,2016-04-15,6546439
IPR2016-00900,09356398,2016-04-15,6339428
IPR2016-00894,10459797,2016-04-15,8933945
CBM2016-00056,09419708,2016-04-15,6510451
IPR2016-00903,09207970,2016-04-15,6546439
IPR2016-00897,09556474,2016-04-15,6630935
CBM2016-00055,08661004,2016-04-18,5987434
IPR2016-00913,11064008,2016-04-18,7325986
IPR2016-00825,13092453,2016-04-19,RE43729
CBM2016-00057,13441799,2016-04-20,8352317
PGR2016-00018,14203367,2016-04-27,9091698
IPR2016-00958,10905190,2016-04-27,7085123
IPR2016-00950,12925405,2016-04-27,8166739
CBM2016-00061,08259859,2016-04-28,7899234
IPR2016-00961,10848014,2016-04-28,7725740
CBM2016-00059,12853261,2016-04-29,8606632
CBM2016-00058,14101212,2016-04-29,8738435
IPR2016-00983,12239001,2016-04-29,8155012
CBM2016-00066,10419621,2016-05-02,7055169
IPR2016-01004,10419621,2016-05-04,7055169
IPR2016-01010,14247474,2016-05-06,9098015
CBM2016-00067,11615622,2016-05-06,7890366
IPR2016-00965,09599378,2016-05-06,6372638
CBM2016-00069,11618366,2016-05-09,7856375
IPR2016-01022,09479093,2016-05-10,6492686
IPR2016-01070,10438724,2016-05-19,7245274
IPR2016-01074,10926671,2016-05-19,7839355
IPR2016-01065,12422553,2016-05-19,8528757
IPR2016-01093,12840059,2016-05-24,8509954
IPR2016-01097,14286884,2016-05-25,8934445
IPR2016-01066,09295367,2016-05-26,6285140
IPR2016-01109,10203502,2016-05-27,8706627
CBM2016-00084,09354802,2016-05-27,6999938
IPR2016-01108,10459797,2016-05-27,8933945
IPR2016-01114,12424389,2016-05-31,7777753
IPR2016-01118,10174918,2016-06-01,7321368
IPR2016-01116,13437832,2016-06-02,8531118
IPR2016-01133,13450938,2016-06-02,8841855
IPR2016-01135,08702911,2016-06-02,5812789
IPR2016-01134,11956165,2016-06-02,7542045
IPR2016-01151,13615734,2016-06-03,9019838
IPR2016-01173,12018605,2016-06-08,8038524
IPR2016-01163,14314678,2016-06-08,8877168
CBM2016-00085,11182386,2016-06-08,8234184
IPR2016-01171,11856613,2016-06-08,8298064
IPR2016-01172,13692659,2016-06-08,8465357
IPR2016-01170,10182318,2016-06-08,7326113
IPR2016-01175,12693568,2016-06-08,8316859
CBM2016-00089,12719310,2016-06-10,8266515
IPR2016-01178,09356398,2016-06-10,6339428
IPR2016-01176,13304739,2016-06-10,8910819
IPR2016-01182,13852513,2016-06-10,8829038
CBM2016-00088,11293350,2016-06-10,7752535
IPR2016-01197,10942264,2016-06-14,7328693
IPR2016-01207,14538552,2016-06-17,9187232
IPR2016-01232,13967163,2016-06-22,8629111
IPR2016-01255,08718748,2016-06-23,5960074
IPR2016-01253,08718748,2016-06-23,5960074
IPR2016-01266,09207970,2016-06-27,6546439
IPR2016-01288,13777927,2016-06-28,8893726
IPR2016-01302,14289366,2016-06-28,8899239
IPR2016-01303,13079937,2016-06-28,8365742
IPR2016-01298,13426817,2016-06-28,8689805
IPR2016-01299,12944123,2016-06-28,8393331
IPR2016-01297,13777927,2016-06-28,8893726
IPR2016-01316,09756291,2016-06-29,6774122
IPR2016-01324,10872784,2016-06-29,7456160
IPR2016-01217,14638985,2016-06-29,9067999
IPR2016-01218,14638985,2016-06-29,9067999
IPR2016-01221,14550585,2016-06-29,9073994
IPR2016-01326,13602667,2016-06-29,8466139
IPR2016-01219,14550585,2016-06-30,9073994
IPR2016-01334,09726579,2016-06-30,6620222
IPR2016-01282,12323976,2016-07-05,8088250
IPR2016-01281,13272714,2016-07-05,8465623
IPR2016-01398,10183716,2016-07-08,7743257
IPR2016-01401,11719532,2016-07-08,7917680
IPR2016-01384,14076116,2016-07-08,9347054
IPR2016-01402,10514850,2016-07-08,7685439
IPR2016-01406,13909966,2016-07-11,8634894
IPR2016-01405,13909966,2016-07-11,8634894
IPR2016-01425,12239001,2016-07-13,8155012
IPR2016-01445,11475847,2016-07-20,8155342
IPR2016-01449,11475847,2016-07-20,8155342
IPR2016-01467,13536599,2016-07-21,9207164
IPR2016-01475,13075221,2016-07-21,8174381
IPR2016-01478,12775310,2016-07-22,8201968
IPR2016-01465,09516476,2016-07-25,6415207
IPR2016-01485,13637222,2016-07-26,8867472
IPR2016-01484,14500398,2016-07-26,9025590
IPR2016-01486,14518544,2016-07-26,9078262
IPR2016-01508,14538381,2016-07-29,8945945
IPR2016-01511,14089103,2016-07-29,8927298
IPR2016-01513,14611443,2016-07-29,9040308
IPR2016-01526,11259853,2016-08-02,7480952
IPR2016-01524,09126071,2016-08-02,6233389
IPR2016-01570,13075406,2016-08-09,8366481
IPR2016-01573,12906503,2016-08-09,8075338
IPR2016-01569,12906503,2016-08-09,8075338
IPR2016-01572,13075406,2016-08-09,8366481
IPR2016-01578,13541524,2016-08-10,8338470
IPR2016-01587,13365919,2016-08-10,8589271
IPR2016-01577,13343672,2016-08-10,8242158
IPR2016-01586,10354609,2016-08-10,7904360
IPR2016-01552,09935426,2016-08-12,7558472
IPR2016-01553,09935426,2016-08-12,7558472
IPR2016-01555,12498335,2016-08-12,8457476
IPR2016-01554,12498335,2016-08-12,8457476
IPR2016-01605,13287196,2016-08-12,8498749
IPR2016-01546,14134884,2016-08-15,8967844
IPR2016-01620,12398062,2016-08-15,7943851
IPR2016-01642,13754521,2016-08-18,9370205
IPR2016-01635,09373392,2016-08-18,6218323
IPR2016-01640,13475607,2016-08-18,8791154
IPR2016-01641,14244376,2016-08-18,9326548
CBM2016-00098,10065327,2016-08-19,8756155
IPR2016-01664,14719061,2016-08-22,9326549
IPR2016-01668,14328561,2016-08-24,9364027
IPR2016-01673,13118417,2016-08-25,8232661
IPR2016-01686,12749828,2016-08-26,9393648
IPR2016-01683,09436939,2016-08-26,6262512
IPR2016-01693,08146206,2016-08-30,6407213
IPR2016-01694,08146206,2016-08-30,6407213
IPR2016-01707,14720288,2016-08-31,9326550
IPR2016-01705,14723244,2016-08-31,9339062
IPR2016-01706,14723209,2016-08-31,9326551
IPR2016-01712,09126071,2016-09-07,6233389
IPR2016-01745,13838311,2016-09-07,8974620
IPR2016-01761,14148648,2016-09-08,8850507
IPR2016-01762,14148661,2016-09-08,8893212
IPR2016-01321,09239435,2016-09-08,6442261
IPR2016-01773,14307663,2016-09-09,9320300
IPR2016-01818,10302459,2016-09-14,7113283
IPR2016-01819,10039205,2016-09-14,6915955
IPR2016-01750,09929234,2016-09-14,7225712
IPR2016-01810,09267825,2016-09-14,6307629
IPR2016-01811,12552992,2016-09-15,8527640
IPR2016-01813,13670024,2016-09-15,8689273
IPR2016-01812,13662213,2016-09-15,8640183
IPR2016-01814,14148630,2016-09-15,8914840
IPR2016-01852,10884641,2016-09-19,7719981
IPR2016-01847,12887427,2016-09-19,8467844
IPR2016-01857,13015037,2016-09-20,8246444
IPR2016-01854,12031629,2016-09-20,7927206
IPR2016-01856,11156112,2016-09-20,7331867
IPR2016-01855,09981133,2016-09-20,6913532
IPR2016-01870,14047892,2016-09-23,9022260
IPR2016-01882,10119535,2016-09-23,6828909
IPR2016-01881,10119535,2016-09-23,6828909
IPR2016-01878,09785702,2016-09-23,6542078
IPR2016-01879,09785702,2016-09-23,6542078
IPR2016-01866,11949324,2016-09-23,8590757
IPR2016-01904,10033327,2016-09-29,6888919
IPR2016-01902,10033327,2016-09-29,6888919
IPR2017-00013,10193462,2016-10-04,7563584
IPR2017-00014,11655821,2016-10-04,7695926
IPR2017-00044,11053211,2016-10-07,7144296
IPR2017-00051,09327828,2016-10-10,6211907
IPR2017-00081,11107519,2016-10-14,7690920
IPR2017-00082,12346341,2016-10-14,8751031
IPR2017-00090,10412490,2016-10-14,6862208
IPR2017-00123,14471954,2016-10-21,9164506
PGR2017-00001,14463558,2016-10-22,9280038
IPR2017-00142,08449097,2016-10-26,7752649
IPR2017-00143,08460711,2016-10-26,7752650
IPR2017-00141,08449097,2016-10-26,7752649
IPR2017-00138,13699982,2016-10-28,8576389
IPR2017-00153,10138721,2016-10-28,6545207
IPR2017-00139,14044768,2016-10-28,9170173
CBM2017-00012,12854149,2016-11-04,RE43103
CBM2017-00013,12854149,2016-11-04,RE43103
IPR2017-00204,14244376,2016-11-04,9326548
IPR2017-00205,14720288,2016-11-04,9326550
IPR2017-00244,09472733,2016-11-10,6198759
IPR2017-00241,09565733,2016-11-10,6614826
IPR2017-00257,13754521,2016-11-11,9370205
IPR2017-00245,10158837,2016-11-11,6950013
IPR2017-00227,10382577,2016-11-14,7104347
IPR2017-00234,11229762,2016-11-14,7237634
IPR2017-00233,11229762,2016-11-14,7237634
IPR2017-00236,13065704,2016-11-14,8214097
IPR2017-00228,11229762,2016-11-14,7237634
IPR2017-00229,11229762,2016-11-14,7237634
IPR2017-00230,11229762,2016-11-14,7237634
IPR2017-00235,11229762,2016-11-14,7237634
IPR2017-00237,13065704,2016-11-14,8214097
IPR2017-00226,10382577,2016-11-14,7104347
IPR2017-00231,11229762,2016-11-14,7237634
IPR2017-00232,11229762,2016-11-14,7237634
IPR2017-00261,09398007,2016-11-15,6757717
PGR2017-00004,29534179,2016-11-17,D764823
IPR2017-00289,08449097,2016-11-18,7752649
IPR2017-00293,08473997,2016-11-18,8675775
IPR2017-00303,14723244,2016-11-18,9339062
IPR2017-00302,09652077,2016-11-18,6490443
IPR2017-00288,08487526,2016-11-18,7747217
IPR2017-00292,08449523,2016-11-18,7856649
IPR2017-00291,08460711,2016-11-18,7752650
IPR2017-00290,08449097,2016-11-18,7752649
IPR2017-00304,14328561,2016-11-19,9364027
IPR2017-00306,14307684,2016-11-21,9226940
IPR2017-00305,13238939,2016-11-21,8815955
IPR2017-00324,09189052,2016-11-22,6164921
IPR2017-00323,10031556,2016-11-22,6943166
IPR2017-00342,14723209,2016-11-28,9326551
IPR2017-00383,11925037,2016-12-01,7510299
CBM2017-00017,08517838,2016-12-02,6002393
IPR2017-00421,11431204,2016-12-05,8147332
IPR2017-00461,11052389,2016-12-09,7616955
IPR2017-00468,14479607,2016-12-13,9139352
IPR2017-00508,13206314,2016-12-19,8576060
IPR2017-00506,11262229,2016-12-19,7380835
IPR2017-00509,13206225,2016-12-20,8742914
IPR2017-00541,13464451,2016-12-23,8712918
IPR2017-00542,13464451,2016-12-23,8712918
IPR2017-00533,08708696,2016-12-28,5894506
IPR2017-00535,08708696,2016-12-28,5894506
IPR2017-00532,08708696,2016-12-28,5894506
IPR2017-00534,08708696,2016-12-28,5894506
IPR2017-00537,08124219,2016-12-29,5754946
IPR2017-00536,08124219,2016-12-29,5754946
IPR2017-00530,08687034,2016-12-30,5809428
IPR2017-00559,08687034,2016-12-30,5809428
IPR2017-00529,08687034,2016-12-30,5809428
IPR2017-00554,12475332,2016-12-30,8585140
CBM2017-00030,12539141,2016-12-30,8195578
IPR2017-00615,11222063,2017-01-06,7245715
IPR2017-00571,13961828,2017-01-06,8685930
IPR2017-00566,13967168,2017-01-06,8648048
IPR2017-00568,13967179,2017-01-06,8633162
IPR2017-00567,13967163,2017-01-06,8629111
IPR2017-00569,14222478,2017-01-06,9248191
IPR2017-00614,10159377,2017-01-06,6975719
IPR2017-00570,13967189,2017-01-06,8642556
IPR2017-00665,11383066,2017-01-13,8846100
IPR2017-00527,13092453,2017-01-17,RE43729
IPR2017-00645,13597884,2017-01-19,9006289
IPR2017-00643,14641426,2017-01-19,9168238
IPR2017-00644,14658058,2017-01-19,9168239
IPR2017-00497,09345962,2017-01-20,6611247
IPR2017-00749,12983770,2017-01-23,8064919
IPR2017-00755,12648248,2017-01-23,8174506
IPR2017-00754,12963570,2017-01-23,8019332
IPR2017-00751,13280190,2017-01-23,8199792
IPR2017-00762,13310019,2017-01-24,9353050
IPR2017-00764,12297891,2017-01-25,7961843
IPR2017-00776,09050130,2017-01-25,6082586
IPR2017-00763,12297891,2017-01-25,7961843
IPR2017-00813,10815282,2017-01-30,7883491
IPR2017-00812,11554550,2017-01-30,7682306
IPR2017-00811,10675110,2017-01-31,7296295
IPR2017-00833,12363593,2017-02-01,7962090
IPR2017-00837,09798331,2017-02-01,6757913
IPR2017-00834,13101841,2017-02-01,8265545
IPR2017-00845,10454903,2017-02-02,6958701
IPR2017-00868,11176669,2017-02-09,7827370
IPR2017-00884,12297891,2017-02-10,7961843
IPR2017-00885,12297891,2017-02-10,7961843
IPR2017-00979,11250711,2017-02-27,7565469
IPR2017-00978,11333799,2017-02-27,7739487
IPR2017-01023,09977644,2017-03-03,6712832
IPR2017-01043,09226169,2017-03-07,6473441
IPR2017-01034,13617138,2017-03-09,8784888
IPR2017-01076,12907550,2017-03-11,8571194
IPR2017-01105,13071105,2017-03-16,8859206
IPR2017-01107,12617368,2017-03-17,7915015
IPR2017-01106,11709742,2017-03-17,7824889
IPR2017-01039,10299359,2017-03-21,7231379
